ID_SF,Spé_A,Spé_B,Spé_C,PT1Spé_A,PT1Spé_B,PT1Spé_C,PT1Anglais,PT2Spé_A,PT2Spé_B,PT2Spé_C,PT2Anglais,PT3Spé_A,PT3Spé_B,PT3Spé_C,PT3Anglais,PMoyenne,PSpé_A,PSpé_B,PMaths_Compl.,TT1Spé_A,TT1Spé_B,TT1Anglais,TT1Maths_Compl.,TT1Maths_Expertes,TT2Spé_A,TT2Spé_B,TT2Anglais,TT2Maths_Compl.,TT2Maths_Expertes,Tmoyenne,Ecrit_Français,Oral_Français,Moyenne_Bac_Français,Spé_abandonnée,Spé_abandonnée_note,Anglais1ère_Eval.,Anglais2ème_Eval.,Anglais3ème_Eval.,Moyenne_Bac,Bonus_Scientifique,Note_bac,complet_/_incomplet,Grand_Classé,Etape_de_jury,Précisions_Dossier,Note_Profil_Ecole,Vœux_EPITA,Vœux_ESME,Vœux_IPSA,Vœux_Sup'Biotech,Ecole_d'Oral,Campus_d'Oral,Jury_Advance,Méthode_de_travail,Autonomie,Engagement_citoyen,Capacité_à_s'investir,Niveau_de_la_classe,Avis_sur_la_capacité_à_réussir,Autres_éléments
0010800002swac2AAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.06,13.3,11.88,15.63,9.92,12.1,8.76,12.79,,,,,11.645,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,10.86,11.02,16.1,13.54,,11.58,10.35,15.14,15.11,,12.225,16,16,16,Mathématiques,11,16.5,,,13.143,Oui,12.326,Complet,Non,Validé,,13,Paris,Paris,,Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,
0010800002swcFdAAI,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,10.3,12.2,14.3,14,12.1,10.4,13.9,11.5,,,,,12.31,Mathématiques,Physique-Chimie,Non,9,9.5,15,,12.1,10.8,10.1,14.7,,10.8,11.214,12,12,12,Sciences_economiques_et_sociales,15,16,,,13.714,Oui,12.293,Complet,Non,Validé,,13,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbdnAAA,Sciences_de_la_vie_et_de_la_Terre,Numérique_et_Sciences_Informatiques,Mathématiques,14.4,12.36,8.91,13.09,,,,,,,,,12.13,Sciences_de_la_vie_et_de_la_Terre,Numérique_et_Sciences_Informatiques,Oui,13.82,13.75,15.33,9.83,,,,,,,14.206,11,11,11,Mathématiques,9,10.5,,,9.857,Oui,12.279,Complet,Non,Validé,,13,,,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Satisfaisante,Ensemble_assez_satisfaisant._Élève_sérieux_et_investi.
0010800002swck5AAA,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,12,14,10,13,11,12,12,14,,,,,12.167,Mathématiques,Physique-Chimie,Non,9.5,10.83,11.2,,13.5,14.7,12.62,15.71,,13.39,12.333,14,14,14,Numérique_et_Sciences_Informatiques,11,16.5,,,12.286,Oui,12.269,Complet,Non,Validé,,13,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,"Participe_de_façon_assidue_au_Projet_Cauchy_qui_prépare_les_élèves,_en_mathématiques_et_en_physique-chimie,_aux_CPGE"
0010800002swb0gAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,7.5,9.3,11.5,10.6,10.5,10.5,14.2,13.6,,,,,10.887,Mathématiques,Physique-Chimie,Non,11.1,12.3,11.2,,,12.8,14.8,12,,,12.436,14,14,14,Sciences_de_la_vie_et_de_la_Terre,13,15.5,,,13.429,Oui,12.269,Complet,Non,Validé,,13,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,IPSA,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swapuAAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.2,7.3,10,17.6,15.2,13,11.9,17.7,,,,,12.677,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,10.5,13,14.4,,,13.7,13.4,12.9,,,12.923,12,12,12,Mathématiques,10,,,,10.857,Oui,12.229,Complet,Non,Validé,,13,Lyon;_Toulouse,Bordeaux;_Lille;_Lyon,Toulouse,Paris;_Lyon,EPITA_/_IPSA,Toulouse,IPSA,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Assez_bon,Très_satisfaisante,"Tristan_est_un_élève_sérieux_et_investi._Il_doit_surmonter_ses_difficultés,_notamment_méthodologique_en_prenant_appui_sur_tous_les_conseils_qui_lui_sont_donnés._Ses_acquis_sont_nombreux_mais_ne_suffisent_plus_en_terminale_:_il_l'a_compris_et_sa_progression_en_est_le_juste_reflet."
0010800002swcZnAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.63,13.65,5.96,13.67,14.14,15.17,8.85,13.22,,,,,11.809,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,10.67,15.33,19.88,13.33,,11.06,13.02,16,17.33,,13.998,13,13,13,Mathématiques,8,10.5,,,10.143,Oui,12.185,Complet,Non,Validé,,13,,,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Elève_très_capable_et_méritante_qui_s'efforcera_de_réussir_dans_la_filière_désirée.
0010800002swceDAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.41,11.6,9.8,17,9.36,9.8,13.2,17.6,,,,,12.016,Mathématiques,Physique-Chimie,Non,11.5,13.1,14.57,,,13.5,11.7,17.33,,,13.405,9,9,9,Sciences_de_la_vie_et_de_la_Terre,12,19,,,10.714,Oui,12.181,Complet,Non,Validé,,13,Strasbourg,Bordeaux;_Cycle_anglophone,Cycle_anglophone,Lyon,ESME,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swbQMAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.3,10.1,14.1,13.3,12,13.3,12.4,11.1,,,,,12.6,Mathématiques,Physique-Chimie,Non,10.2,9.8,14,,11.1,12.1,9.9,14.1,,10.9,11.468,11,11,11,Sciences_de_la_vie_et_de_la_Terre,14,10.5,,,12.714,Oui,12.181,Complet,Non,Validé,,13,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,ESME,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swcKdAAI,Mathématiques,Physique-Chimie,"Humanités,_Littérature_et_Philosophie",7.87,8.09,12.72,17,13.11,7.86,14.38,15,,,,,11.737,Mathématiques,Physique-Chimie,Non,9.5,11.67,10,,,10.67,12.87,12,,,11.129,14,14,14,"Humanités,_Littérature_et_Philosophie",14,10.5,,,14,Oui,12.173,Complet,Non,Validé,,13,,Paris,,Paris,ESME,Paris,Sup'Biotech,Satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swcc9AAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,14.9,9.8,11,14.4,,,,,,,,,12.4,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12.2,11.3,14.5,13.8,,,,,,,12.5,12,12,12,Mathématiques,11,10.5,,,11.429,Oui,12.149,Complet,Non,Validé,,13,,,,Paris,Sup'Biotech,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swbjDAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.1,8.2,11,7.5,11.1,9.7,10.6,8.9,,,,,10.267,Mathématiques,Physique-Chimie,Non,15.7,14.9,13.5,,,15.3,13,13.5,,,14.391,11,11,11,Sciences_de_la_vie_et_de_la_Terre,11,8.5,,,11,Oui,12.137,Complet,Non,Validé,,13,Paris;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,,Paris;_Lyon,ESME,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Assez_bon,Très_satisfaisante,"De_grandes_capacités,_élève_moteur,_bon_esprit_scientifique,_capable_du_très_bien."
0010800002swbSpAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.8,13.3,8.6,12.5,10.8,15,13.7,15.3,,,,,12.14,Mathématiques,Physique-Chimie,Non,9.6,11.4,12.8,,8.7,11.6,13,11.4,,17,11.591,14,14,14,Sciences_de_la_vie_et_de_la_Terre,12,18,,,12.857,Oui,12.136,Complet,Non,Validé,,13,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Paris,IPSA,Paris,IPSA,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Satisfaisante,Elève_qui_s'investit_pour_les_autres_:_a_participé_régulièrement_aux_collectes_organisées_par_le_lycée_dans_des_supermarchés_pour_aider_les_plus_démunis_et_aux_ramassages_de_déchets_en_Bords_de_Marne_de_manière_spontanée_avec_des_camarades._lou-Ann_a_été_aussi_déléguée_de_classe._-
0010800002swb1iAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.7,10.2,10.3,14.6,13.5,9.3,15.5,15.2,,,,,12.78,Mathématiques,Physique-Chimie,Non,8.3,8.3,18,,3.3,11.3,6,15.4,,9,10.718,12,12,12,Sciences_de_la_vie_et_de_la_Terre,14,18.5,,,13.143,Oui,12.064,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Rennes,Paris,Paris;_Cycle_anglophone,Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Le_lycée_a_maintenu_l'enseignement_intégralement_en_présentiel_jusqu'au_22_mars.-Classe_ayant_un_excellent_niveau_en_mathématiques_et_très_homogène._le_classement_de_ce_fait_n'est_guère_représentatif_dans_cette_matière.
0010800002swcLFAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.3,10.2,13.1,11,9,8.8,12.9,12.1,,,,,10.617,Mathématiques,Physique-Chimie,Non,8.5,15.5,13.4,,,10.2,9.6,14,,,11.7,15,15,15,Sciences_de_la_vie_et_de_la_Terre,13,16.5,,,13.857,Oui,12.022,Complet,Non,Validé,,13,Cycle_anglophone;_Paris;_Lyon;_Rennes,Paris;_Lyon;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Un_travail_très_sérieux_et_une_attention_soutenue_dans_toutes_les_disciplines.-Pierre_est_un_élève_très_volontaire_et_investi_en_cours.
0010800002swc09AAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.9,10.2,10.8,9,10.8,10.6,10.9,12.8,,,,,10.873,Mathématiques,Physique-Chimie,Non,13.5,12.8,11.6,,,12.6,12.5,12.1,,,12.577,13,13,13,Sciences_de_la_vie_et_de_la_Terre,12,16,,,12.429,Oui,12.021,Complet,Non,Validé,,13,Paris,Paris,Paris,Paris,ESME,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Satisfaisante,Préparation_Ecopole._-Investissement_remarqué_en_tant_que_jeune_ambassadeur_de_l'UNICEF._-Participation_au_projet_Korhogo:_levée_de_fonds_pour_financer_des_opérations_chirurgicales._-DNL_Maths_en_Espagnol.
0010800002swcSVAAY,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",13,12,9,10.2,11,13,10,8.3,,,,,10.917,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,13.96,13,15.39,,,,,,,,14.001,11,11,11,"Histoire-Géographie,_Géopolitique_et_Science_politiques",10,14,,,10.429,Oui,12.004,Complet,Non,Validé,,13,,Paris,,Paris,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,Bon_ensemble._Anaëlle_est_une_élève_rigoureuse_et_dynamique_qui_a_toutes_les_qualités_pour_réussir_dans_le_supérieur._A_reçu_l'ensemble_de_ses_heures_de_spécialités.
0010800002swbEoAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,9.1,14.8,8.2,12.9,7.8,11.3,8.7,14.5,,,,,10.727,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12.2,15.5,15.1,12,,12.4,13.8,16.7,15.5,,14.136,12,12,12,Mathématiques,9,7.5,,,10.286,Oui,11.958,Complet,Non,Validé,,13,,,,Paris;_Lyon,ESME,Bordeaux,Sup'Biotech,Satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Bon,Satisfaisante,Banque_alimentaire.
0010800002swb2IAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9.2,11.4,9.8,12.7,9.9,7.3,12.3,13,,,,,10.557,Mathématiques,Physique-Chimie,Non,10.4,11.3,16,,,10.2,13.2,16.1,,,12.577,13,13,13,Sciences_de_la_vie_et_de_la_Terre,12,17.5,,,12.429,Oui,11.927,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Elève_impliquée_dans_des_actions_d'entraide_et_d'encadrement_des_plus_jeunes_au_sein_de_l'établissement.-Cours_et_évaluations_ont_eu_lieu_en_présentiel_à_100%_du_2/09/20_au_19/03/21.
0010800002swbhwAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11,14,15,13,12,13,12,11,,,,,12.667,Mathématiques,Physique-Chimie,Non,8.18,9.4,13.08,,,9.25,9.53,14.27,,,10.34,12,12,12,Sciences_de_la_vie_et_de_la_Terre,14,13,,,13.143,Oui,11.879,Complet,Non,Validé,,13,,,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Moyen,Assez_satisfaisante,
0010800002swb4oAAA,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,9.48,9.81,11.17,12.67,12.67,13.36,11.25,14,,,,,11.699,Mathématiques,Physique-Chimie,Non,11,10.5,16,,10,12.5,11.2,15.5,,13,12.514,10,10,10,Numérique_et_Sciences_Informatiques,12,16.5,,,11.143,Oui,11.858,Complet,Non,Validé,,13,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Elève_très_sérieux._Un_intérêt_authentique_pour_la_réflexion,_qui_pourra_trouver_dans_la_voie_littéraire_(B/L)_aussi_bien_que_scientifique_les_conditions_de_son_épanouissement_."
0010800002swbJeAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.6,10.44,11.5,9.11,13.5,11.29,10.5,11.38,,,,,11.226,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Non,10.2,15.6,8,,,12.5,14.1,10,,,11.982,14,14,14,Mathématiques,11,13,,,12.286,Oui,11.846,Complet,Non,Validé,,13,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,IPSA,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Elève_dont_le_sérieux_et_la_motivation_doivent_lui_permettre_de_réussir_son_parcours_professionnel.-Trésorier_MDL_et_élu_CVL_et_CA
0010800002swcCUAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.07,12.06,5.88,15.3,10.89,12.17,17,15.07,,,,,12.246,Mathématiques,Physique-Chimie,Non,9.05,12.03,17.5,,15,12.84,9.89,17.28,,11.25,12.708,8,8,8,Sciences_de_la_vie_et_de_la_Terre,12,15,,,10.286,Oui,11.843,Complet,Non,Validé,,13,Lyon;_Toulouse,Cycle_anglophone,,Cycle_anglophone,VisioConférence,VisioConférence,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Satisfaisante,
0010800002swcQ8AAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11,9,12.25,12,8,12,10.61,14,,,,,10.981,Mathématiques,Physique-Chimie,Non,6.29,13.5,14.7,,7,9,12.5,16,,10,11.694,14,14,14,Sciences_de_la_vie_et_de_la_Terre,12,12.5,,,12.857,Oui,11.829,Complet,Non,Validé,,13,Cycle_anglophone,Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone,ESME,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swaq5AAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",9.41,10.8,13.41,10.21,8.19,11.64,11.86,10.58,,,,,10.787,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,11,13.67,15.2,,,10.3,13.56,15.56,,,13.018,9,9,9,"Langues,_littératures_et_cultures_étrangères_et_régionales",13,16.5,,,11.286,Oui,11.829,Complet,Non,Validé,,13,Cycle_anglophone;_Paris,,,Cycle_anglophone;_Paris,Sup'Biotech,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Assez_bon,Assez_satisfaisante,
0010800002swcYvAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,12.3,12.9,10.6,16.5,14.3,10.1,9.1,12,,,,,12.09,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,9.6,10.7,14.4,8.8,,9.4,13.3,14.2,12.3,,11.718,13,13,13,Mathématiques,10,17.5,,,11.286,Oui,11.7,Complet,Non,Validé,,13,,,,Paris,EPITA,Rennes,Sup'Biotech,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swavPAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10,13,15,14.5,9.5,10.5,11.5,13,,,,,12.017,Mathématiques,Physique-Chimie,Non,10.4,8,16.5,,,9.8,9.5,15,,,11.15,9,9,9,Sciences_de_la_vie_et_de_la_Terre,14,14,,,11.857,Oui,11.622,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,Elève_qui_mérite_de_réussir_dans_les_formations_choisies.
0010800002swaYYAAY,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.29,12.36,9.32,18,8.47,11.68,9.34,13.38,,,,,11.466,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12.02,10.22,12.67,11.5,,12.5,14.22,12.29,11.5,,12.305,12,12,12,Mathématiques,10,14.5,,,10.857,Oui,11.619,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Très_satisfaisante,
0010800002swcIuAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10,11.5,14.33,12.37,12,12,13.29,12.58,,,,,12.244,Mathématiques,Physique-Chimie,Non,9.27,11.07,11.8,,,,,,,,10.615,10,10,10,Sciences_de_la_vie_et_de_la_Terre,14,10.5,,,12.286,Oui,11.605,Complet,Non,Validé,,13,Lyon,Bordeaux;_Lyon,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Satisfaisante,
0010800002swcg1AAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10,12,10,15,12,14,7,11,,,,,11.267,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,11,12.5,13.53,10.75,,9.2,12.6,10.09,15.68,,11.457,16,16,16,Mathématiques,9,8.5,,,12,Oui,11.563,Complet,Non,Validé,,13,,,,Paris,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Très_satisfaisante,
0010800002swayuAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10,14,11,13,8,15,11,12.5,,,,,11.75,Mathématiques,Physique-Chimie,Non,6.57,16.5,13.83,,,,,,,,12.161,10,10,10,Sciences_de_la_vie_et_de_la_Terre,11,7.5,,,10.571,Oui,11.561,Complet,Non,Validé,,13,,,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,IPSA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Très_bon,Satisfaisante,Délégué_suppléant.
0010800002swbaNAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.05,13,10.5,10.7,14.2,11,11,10.29,,,,,11.932,Mathématiques,Physique-Chimie,Non,14,10.92,14.5,,,14,13,13.85,,,13.306,6,6,6,Sciences_de_la_vie_et_de_la_Terre,11,16,,,8.857,Oui,11.559,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swc04AAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.65,10.74,11.37,11.5,9.81,12.11,9.87,12.21,,,,,10.978,Mathématiques,Physique-Chimie,Non,9.42,11.14,15.29,,,13.52,11.93,11.31,,,11.993,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,10,,,11.429,Oui,11.519,Complet,Non,Validé,,13,,Paris;_Lille;_Lyon,,Paris;_Lyon,ESME,Paris,ESME,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Engagée_auprès_de_personnes_âgées_et_d'élèves_dans_l'aide_aux_devoirs._Sportive._Sensibilité_artistique.
0010800002swc7pAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14,8.6,11,14.3,,,,,,,,,11.82,Mathématiques,Physique-Chimie,Non,8.6,8.2,12.7,,5.8,,,,,,9.573,11,11,11,Sciences_de_la_vie_et_de_la_Terre,15,10,,,13.286,Oui,11.361,Complet,Non,Validé,,13,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,,Cycle_anglophone;_Paris,IPSA,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbTwAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9.1,7.4,8.6,14.5,,,,,,,,,9.593,Mathématiques,Physique-Chimie,Non,12.1,10.4,16.2,,,,,,,,12.6,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,17.5,,,11.429,Oui,11.347,Complet,Non,Validé,,13,Paris,Paris,Paris,Paris,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Satisfaisante,
0010800002swcAvAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.9,7.5,11.8,11.9,9.3,10,8.8,11.6,,,,,10.123,Mathématiques,Physique-Chimie,Non,9.5,9.6,14.2,,,14,13.2,13.4,,,12.182,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,14.5,,,11.429,Oui,11.338,Complet,Non,Validé,,13,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Louis_a_encore_une_marge_de_progression_en_accentuant_ses_efforts_avec_rigueur._L'attitude_est_positive_en_classe.
0010800002swcU3AAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,10.2,13.65,8.5,11.63,9.2,11.6,9.69,14.2,,,,,10.962,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,8.05,14.42,11.14,,,10.02,15.22,12.62,,,11.915,12,12,12,Physique-Chimie,10,11,,,10.857,Oui,11.312,Complet,Non,Validé,,13,,,,Lyon,ESME,Bordeaux,Sup'Biotech,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Assez_bon,Satisfaisante,Des_progrès_tout_au_long_de_l'année_grâce_au_sérieux.
0010800002swcQmAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.44,11.48,9.06,14.02,10.55,12.2,7.86,14.91,,,,,11.238,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,9.29,9.44,14,10,,9.92,11.82,16.14,12.39,,11.468,14,14,14,Mathématiques,9,14,,,11.143,Oui,11.302,Complet,Non,Validé,,13,Paris,Paris,Paris,Paris,EPITA,Paris,EPITA,Très_satisfaisante,Satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
